uid, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
1064, 0.97609, 0.92407, 0.91722, 0.92752, 0.87366, 1.98772, 0.90935, 0.90935, 0.90308, 0.91873
1065, 0.42599, 0.41714, 0.42632, 0.41714, 0.45772, 2.40946, 0.46676, 0.46676, 0.47081, 0.49711
1066, 0.40682, 0.37034, 0.48313, 0.43204, 0.63462, 2.51661, 0.39907, 0.39907, 0.39948, 0.39591
1067, 0.83695, 0.82350, 0.82811, 0.82350, 0.78638, 1.81384, 0.79917, 0.79917, 0.84347, 0.85969
1068, 0.83387, 0.81007, 0.80460, 0.81007, 0.71426, 2.34522, 0.66627, 0.66627, 0.71850, 0.78581
1069, 0.59492, 0.57690, 0.57158, 0.57690, 0.58969, 2.30716, 0.49004, 0.49004, 0.55831, 0.49914
1070, 0.94923, 0.89994, 0.96919, 0.88300, 0.71047, 2.69318, 0.54837, 0.54837, 0.55136, 0.51439
1071, 0.71660, 0.70476, 0.69873, 0.70476, 0.64677, 1.98063, 0.60205, 0.60205, 0.62599, 0.62446
1072, 0.75725, 0.74171, 0.76031, 0.73336, 0.90250, 2.38249, 0.77219, 0.77219, 0.79015, 0.84238
1073, 0.50204, 0.51850, 0.52318, 0.51480, 0.49997, 1.84338, 0.49832, 0.49832, 0.50110, 0.50277
1074, 0.93102, 0.91514, 0.90642, 0.91514, 0.74575, 1.97490, 0.70978, 0.70978, 0.67878, 0.81471
1075, 0.67055, 0.63978, 0.64215, 0.63978, 0.56429, 1.97782, 0.58905, 0.58905, 0.60147, 0.61121
1076, 0.75861, 0.73522, 0.73589, 0.73522, 0.65442, 2.73294, 0.68015, 0.68015, 0.70195, 0.69521
1077, 0.52905, 0.49162, 0.49105, 0.49162, 0.43159, 2.33596, 0.45326, 0.45326, 0.45814, 0.48359
1078, 0.75090, 0.73335, 0.72939, 0.73335, 0.74572, 1.87460, 0.71744, 0.71744, 0.71736, 0.73592
1079, 1.04938, 1.02124, 1.02037, 1.02124, 0.95825, 1.73086, 0.92828, 0.92828, 0.94964, 1.02691
1080, 0.84282, 0.85245, 0.83930, 0.85245, 0.83658, 1.25008, 0.75273, 0.75273, 0.81697, 0.85159
1081, 0.71446, 0.69250, 0.69280, 0.69250, 0.65498, 2.08660, 0.64973, 0.64973, 0.63938, 0.65191
1082, 1.21443, 1.24521, 1.23451, 1.23780, 1.23378, 1.29769, 1.10359, 1.10359, 1.21523, 1.26659
1083, 0.80994, 0.80045, 0.79896, 0.80045, 0.67732, 1.99324, 0.63372, 0.63372, 0.62268, 0.71015
1084, 0.99018, 0.96065, 0.95878, 0.96065, 0.86284, 1.76791, 0.69844, 0.69844, 0.79644, 0.90902
1085, 0.56623, 0.56403, 0.58439, 0.56403, 0.65041, 1.80148, 0.59413, 0.59413, 0.62799, 0.61588
1086, 0.47362, 0.48627, 0.48872, 0.48627, 0.46516, 1.90594, 0.43031, 0.43031, 0.45407, 0.53768
1087, 0.63761, 0.62324, 0.62343, 0.62324, 0.65410, 2.06326, 0.63423, 0.63423, 0.66967, 0.68276
