sample_number, space_size, shape, density, rpu, rpi, gini_u, gini_i, pop_avg, pop_std, pop_skew, pop_kurtosis, long_tail_avg, long_tail_std, long_tail_skew, long_tail_kurtosis, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
535, 972114, 0.5422, 0.0612, 81.9160, 44.4145, 0.4706, 0.6350, 0.2018, 0.0441, 0.2906, -0.0685, 0.1608, 0.1031, 1.0458, 2.0369, 0.0356, 0.0399, 0.0407, 0.0396, 0.0642, 0.2351, 0.1009, 0.1009, 0.1417, 0.0587
536, 475092, 0.4789, 0.0653, 65.0398, 31.1486, 0.4580, 0.6335, 0.2130, 0.0476, 0.2289, -0.0175, 0.1596, 0.1073, 1.0073, 1.5177, 0.0743, 0.0751, 0.0762, 0.0752, 0.0668, 0.2659, 0.1254, 0.1254, 0.1487, 0.0977
537, 222654, 0.2990, 0.0625, 53.9341, 16.1240, 0.4880, 0.6386, 0.2044, 0.0474, 0.4737, 0.0503, 0.1723, 0.1137, 0.7979, 0.7628, 0.0606, 0.0614, 0.0625, 0.0614, 0.0599, 0.2511, 0.1347, 0.1347, 0.1698, 0.0943
538, 42036, 0.3658, 0.0640, 21.6855, 7.9322, 0.4646, 0.6292, 0.2019, 0.0554, 0.8399, 1.7189, 0.1660, 0.1209, 0.9063, 2.8391, 0.1788, 0.1842, 0.1845, 0.1842, 0.1116, 0.3155, 0.2100, 0.2100, 0.2317, 0.1848
539, 126140, 0.1554, 0.0630, 56.7929, 8.8246, 0.4702, 0.6604, 0.2180, 0.0512, 0.6297, 0.3222, 0.1575, 0.1072, 0.7670, 0.3784, 0.0767, 0.0775, 0.0774, 0.0775, 0.0686, 0.2798, 0.1549, 0.1549, 0.1714, 0.1048
540, 307336, 0.3501, 0.0575, 53.8445, 18.8485, 0.4569, 0.6364, 0.1857, 0.0413, 0.4568, 0.0865, 0.1677, 0.1109, 0.7108, 0.7281, 0.0587, 0.0585, 0.0585, 0.0585, 0.0493, 0.2481, 0.1165, 0.1165, 0.1624, 0.0784
541, 157274, 0.4398, 0.0588, 35.1521, 15.4599, 0.4962, 0.6373, 0.1876, 0.0525, 1.0380, 3.1318, 0.1673, 0.1374, 1.2946, 3.0431, 0.0979, 0.1010, 0.1029, 0.1010, 0.0763, 0.2741, 0.1671, 0.1671, 0.1967, 0.1346
542, 1091580, 0.4362, 0.0594, 93.9014, 40.9558, 0.4667, 0.6405, 0.1974, 0.0429, 0.2464, -0.1261, 0.1645, 0.1046, 1.0076, 1.7660, 0.0390, 0.0414, 0.0419, 0.0413, 0.0487, 0.2141, 0.0948, 0.0948, 0.1222, 0.0524
543, 799015, 0.4764, 0.0635, 82.2269, 39.1768, 0.4521, 0.6392, 0.2067, 0.0451, 0.2836, -0.1162, 0.1723, 0.1077, 1.0394, 1.8873, 0.0383, 0.0404, 0.0412, 0.0406, 0.0549, 0.2352, 0.0948, 0.0948, 0.1402, 0.0653
544, 1225761, 0.5936, 0.0620, 89.1524, 52.9207, 0.4757, 0.6302, 0.2014, 0.0445, 0.3163, 0.1620, 0.1644, 0.1047, 1.1001, 2.2916, 0.0341, 0.0383, 0.0403, 0.0383, 0.0622, 0.2293, 0.0954, 0.0954, 0.1232, 0.0558
545, 294588, 0.2156, 0.0649, 75.9087, 16.3636, 0.4718, 0.6300, 0.2164, 0.0510, 0.3325, -0.0459, 0.1588, 0.1049, 1.1444, 2.1133, 0.0472, 0.0474, 0.0471, 0.0474, 0.0493, 0.2435, 0.1114, 0.1114, 0.1422, 0.0735
546, 167076, 2.2418, 0.0725, 19.7876, 44.3590, 0.4473, 0.6386, 0.2440, 0.0675, 0.6646, 0.5413, 0.1645, 0.1396, 0.8990, 0.7811, 0.1799, 0.1865, 0.1832, 0.1852, 0.1621, 0.3789, 0.2436, 0.2436, 0.2841, 0.2064
547, 829080, 1.0658, 0.0635, 56.0149, 59.6984, 0.4898, 0.6246, 0.1892, 0.0486, 0.2791, 0.0576, 0.1749, 0.1212, 1.0123, 1.6158, 0.0630, 0.0679, 0.0682, 0.0674, 0.0858, 0.2453, 0.1126, 0.1126, 0.1549, 0.0842
548, 424580, 1.1873, 0.0588, 35.1775, 41.7659, 0.4859, 0.6411, 0.1964, 0.0507, 0.5634, 0.8782, 0.1758, 0.1329, 1.0112, 1.3000, 0.0774, 0.0823, 0.0795, 0.0825, 0.0935, 0.3053, 0.1587, 0.1587, 0.1869, 0.1122
549, 1149824, 0.4153, 0.0625, 104.0550, 43.2103, 0.4662, 0.6323, 0.2004, 0.0427, 0.2953, 0.0693, 0.1677, 0.1023, 1.0413, 1.8640, 0.0298, 0.0327, 0.0327, 0.0325, 0.0522, 0.2042, 0.0946, 0.0946, 0.1202, 0.0481
550, 192372, 4.6225, 0.0666, 13.5769, 62.7598, 0.4847, 0.6201, 0.1984, 0.0549, -0.0874, 1.0173, 0.1512, 0.1606, 1.2953, 2.5974, 0.1999, 0.2143, 0.2083, 0.2123, 0.1713, 0.3635, 0.2424, 0.2424, 0.2717, 0.2319
551, 747502, 0.7505, 0.0656, 65.5007, 49.1583, 0.4784, 0.6321, 0.2058, 0.0433, 0.2498, 0.1625, 0.1663, 0.1095, 1.0282, 1.9769, 0.0587, 0.0624, 0.0625, 0.0616, 0.0770, 0.2448, 0.1127, 0.1127, 0.1540, 0.0782
552, 619674, 0.3385, 0.0645, 87.3231, 29.5595, 0.4789, 0.6284, 0.2072, 0.0445, 0.3320, -0.2584, 0.1622, 0.1000, 0.8042, 1.1522, 0.0404, 0.0436, 0.0432, 0.0435, 0.0496, 0.2294, 0.0961, 0.0961, 0.1278, 0.0633
553, 179630, 0.0674, 0.0689, 112.5818, 7.5836, 0.5457, 0.5688, 0.2088, 0.0508, 0.0231, -0.4025, 0.1157, 0.1071, 1.8112, 3.9433, 0.0459, 0.0496, 0.0496, 0.0496, 0.0297, 0.2034, 0.1096, 0.1096, 0.1314, 0.0674
554, 703958, 0.6434, 0.0611, 63.8588, 41.0870, 0.4920, 0.6206, 0.1928, 0.0433, 0.2532, 0.2238, 0.1632, 0.1153, 1.1514, 2.2956, 0.0535, 0.0580, 0.0582, 0.0568, 0.0646, 0.2330, 0.1090, 0.1090, 0.1330, 0.0803
555, 414400, 0.2114, 0.0645, 90.3682, 19.1064, 0.4638, 0.6422, 0.2080, 0.0412, 0.0915, -0.3918, 0.1637, 0.1027, 0.7649, 0.4770, 0.0397, 0.0402, 0.0410, 0.0402, 0.0415, 0.2164, 0.1040, 0.1040, 0.1292, 0.0652
556, 716170, 0.8648, 0.0613, 55.7776, 48.2385, 0.4902, 0.6248, 0.1923, 0.0454, 0.4264, 0.6380, 0.1729, 0.1222, 1.0748, 2.1265, 0.0599, 0.0653, 0.0648, 0.0646, 0.0752, 0.2552, 0.1192, 0.1192, 0.1594, 0.0855
557, 91176, 0.3321, 0.0701, 36.7414, 12.2004, 0.4708, 0.6103, 0.1998, 0.0480, 1.2751, 2.4912, 0.1758, 0.1228, 0.7898, 0.8232, 0.0985, 0.1057, 0.1047, 0.1057, 0.0810, 0.2886, 0.1620, 0.1620, 0.1984, 0.1222
558, 365615, 0.4711, 0.0687, 60.4964, 28.4972, 0.4635, 0.6217, 0.2175, 0.0500, 0.2857, 0.0828, 0.1572, 0.1074, 1.1083, 2.4150, 0.0713, 0.0733, 0.0744, 0.0733, 0.0773, 0.2675, 0.1331, 0.1331, 0.1584, 0.0927
559, 701974, 0.5780, 0.0687, 75.7504, 43.7868, 0.4704, 0.6299, 0.2162, 0.0460, 0.3621, 0.0138, 0.1651, 0.1034, 0.7631, 1.1348, 0.0530, 0.0578, 0.0576, 0.0576, 0.0719, 0.2466, 0.1223, 0.1223, 0.1499, 0.0782
560, 743328, 0.3836, 0.0620, 86.2996, 33.1063, 0.4638, 0.6355, 0.2050, 0.0465, 0.3736, 0.2512, 0.1617, 0.1032, 0.9814, 1.7237, 0.0488, 0.0509, 0.0510, 0.0507, 0.0507, 0.2345, 0.1002, 0.1002, 0.1223, 0.0640
561, 377210, 0.2975, 0.0617, 69.4776, 20.6705, 0.4613, 0.6507, 0.2085, 0.0466, 0.3075, -0.1590, 0.1711, 0.1084, 0.9574, 1.5087, 0.0501, 0.0511, 0.0518, 0.0511, 0.0567, 0.2559, 0.1313, 0.1313, 0.1604, 0.0748
562, 738206, 0.2980, 0.0620, 97.5565, 29.0686, 0.4591, 0.6349, 0.1995, 0.0426, 0.2626, 0.2078, 0.1673, 0.1069, 1.1096, 2.1103, 0.0392, 0.0416, 0.0424, 0.0416, 0.0438, 0.2111, 0.0965, 0.0965, 0.1194, 0.0645
563, 175404, 0.5514, 0.0670, 37.8135, 20.8511, 0.4523, 0.6335, 0.2190, 0.0528, 0.4831, 0.1766, 0.1558, 0.1129, 0.7612, 0.9351, 0.1053, 0.1106, 0.1102, 0.1107, 0.0947, 0.3144, 0.1652, 0.1652, 0.2198, 0.1334
564, 745600, 1.1650, 0.0636, 50.8627, 59.2550, 0.4786, 0.6177, 0.2008, 0.0482, 0.4543, 0.1353, 0.1590, 0.1111, 0.8496, 1.0392, 0.0616, 0.0659, 0.0647, 0.0647, 0.0799, 0.2695, 0.1144, 0.1144, 0.1521, 0.0810
565, 561990, 1.3099, 0.0609, 39.8788, 52.2382, 0.4895, 0.6333, 0.2064, 0.0543, 0.8843, 2.0061, 0.1638, 0.1221, 0.8784, 0.9914, 0.0762, 0.0815, 0.0761, 0.0801, 0.0935, 0.3018, 0.1251, 0.1251, 0.1818, 0.0996
566, 848250, 0.6197, 0.0639, 74.7972, 46.3487, 0.4805, 0.6234, 0.2032, 0.0448, 0.3533, -0.0470, 0.1608, 0.1071, 1.0260, 1.9593, 0.0541, 0.0575, 0.0576, 0.0578, 0.0697, 0.2376, 0.1141, 0.1141, 0.1470, 0.0726
567, 461244, 1.6297, 0.0668, 35.5409, 57.9211, 0.4607, 0.6325, 0.2140, 0.0512, 0.6634, 1.0403, 0.1554, 0.1151, 0.7263, 0.6880, 0.1016, 0.1105, 0.1069, 0.1080, 0.1168, 0.3095, 0.1658, 0.1658, 0.2080, 0.1372
568, 1160073, 0.5810, 0.0645, 91.0938, 52.9285, 0.4758, 0.6240, 0.2045, 0.0445, 0.2895, 0.0993, 0.1622, 0.1059, 1.0548, 1.8995, 0.0360, 0.0398, 0.0402, 0.0395, 0.0613, 0.2236, 0.1000, 0.1000, 0.1211, 0.0546
569, 1466405, 0.5987, 0.0632, 98.9200, 59.2256, 0.4710, 0.6284, 0.2019, 0.0424, 0.2388, -0.0731, 0.1628, 0.1023, 0.9921, 1.7196, 0.0407, 0.0431, 0.0434, 0.0432, 0.0588, 0.2218, 0.0939, 0.0939, 0.1180, 0.0525
570, 242928, 0.2391, 0.0632, 63.7178, 15.2341, 0.4976, 0.6492, 0.2085, 0.0454, 0.2981, 0.3496, 0.1838, 0.1146, 0.9997, 1.5346, 0.0522, 0.0561, 0.0564, 0.0561, 0.0509, 0.2490, 0.1215, 0.1215, 0.1381, 0.0826
571, 196248, 0.9955, 0.0643, 28.5566, 28.4279, 0.4604, 0.6231, 0.2209, 0.0648, 0.8286, 1.0382, 0.1636, 0.1248, 0.9322, 1.5028, 0.1215, 0.1302, 0.1294, 0.1300, 0.1017, 0.3308, 0.1905, 0.1905, 0.2449, 0.1557
572, 132235, 1.8830, 0.0757, 20.0701, 37.7925, 0.4624, 0.6118, 0.2270, 0.0583, 0.7183, 1.4490, 0.1586, 0.1374, 0.9501, 2.2728, 0.1651, 0.1730, 0.1706, 0.1727, 0.1544, 0.3599, 0.2251, 0.2251, 0.2660, 0.2058
573, 274068, 1.5990, 0.0617, 25.5332, 40.8285, 0.4918, 0.6146, 0.1984, 0.0598, 0.9662, 1.3607, 0.1678, 0.1368, 1.2572, 4.0257, 0.1124, 0.1200, 0.1150, 0.1172, 0.1151, 0.3214, 0.1703, 0.1703, 0.1980, 0.1404
574, 475776, 0.2634, 0.0601, 80.8079, 21.2842, 0.4569, 0.6483, 0.2024, 0.0447, 0.2976, 0.0150, 0.1697, 0.1033, 0.8442, 1.0149, 0.0339, 0.0358, 0.0361, 0.0358, 0.0452, 0.2355, 0.0973, 0.0973, 0.1356, 0.0608
575, 422074, 1.8473, 0.0610, 29.1710, 53.8870, 0.4656, 0.6435, 0.2212, 0.0593, 0.5384, 0.3356, 0.1584, 0.1243, 0.8523, 1.2933, 0.1121, 0.1246, 0.1150, 0.1211, 0.1191, 0.3274, 0.1803, 0.1803, 0.2181, 0.1436
576, 160544, 0.3353, 0.0724, 50.1121, 16.8006, 0.4630, 0.6464, 0.2473, 0.0610, 0.4909, 0.1289, 0.1640, 0.1155, 0.7867, 0.5557, 0.0780, 0.0819, 0.0814, 0.0819, 0.0805, 0.3106, 0.1586, 0.1586, 0.1901, 0.1197
577, 117972, 0.4330, 0.0602, 31.4115, 13.5996, 0.4488, 0.6389, 0.1992, 0.0471, 0.5061, -0.1463, 0.1698, 0.1217, 0.6222, 0.5119, 0.1014, 0.1072, 0.1084, 0.1072, 0.0821, 0.2883, 0.1658, 0.1658, 0.2011, 0.1309
578, 328267, 0.6530, 0.0599, 42.4730, 27.7362, 0.4808, 0.6234, 0.2001, 0.0531, 0.4969, -0.0143, 0.1574, 0.1123, 0.8502, 1.2995, 0.0821, 0.0866, 0.0857, 0.0857, 0.0763, 0.2798, 0.1432, 0.1432, 0.1949, 0.1058
579, 1358094, 0.6044, 0.0643, 96.3245, 58.2188, 0.4724, 0.6286, 0.2076, 0.0453, 0.2890, 0.0386, 0.1612, 0.1028, 1.0929, 2.0770, 0.0398, 0.0424, 0.0428, 0.0423, 0.0610, 0.2210, 0.0958, 0.0958, 0.1301, 0.0554
580, 660338, 0.7570, 0.0636, 59.4003, 44.9636, 0.4650, 0.6425, 0.2028, 0.0426, 0.4065, 0.6267, 0.1681, 0.1130, 0.8372, 1.0804, 0.0564, 0.0550, 0.0548, 0.0538, 0.0727, 0.2564, 0.1044, 0.1044, 0.1434, 0.0724
581, 967120, 0.6372, 0.0629, 77.4446, 49.3458, 0.4796, 0.6263, 0.1957, 0.0402, 0.2011, -0.0169, 0.1639, 0.1029, 0.8839, 1.5536, 0.0585, 0.0603, 0.0604, 0.0596, 0.0668, 0.2368, 0.1130, 0.1130, 0.1325, 0.0733
582, 705672, 0.3320, 0.0598, 87.1860, 28.9424, 0.4493, 0.6459, 0.1990, 0.0415, 0.2640, -0.1478, 0.1714, 0.1024, 0.8368, 0.6373, 0.0321, 0.0338, 0.0348, 0.0338, 0.0487, 0.2220, 0.0947, 0.0947, 0.1265, 0.0529
583, 560240, 0.3943, 0.0648, 77.2255, 30.4497, 0.4712, 0.6219, 0.2056, 0.0452, 0.4065, 0.0401, 0.1574, 0.0990, 0.8432, 1.1498, 0.0348, 0.0391, 0.0401, 0.0391, 0.0584, 0.2351, 0.1009, 0.1009, 0.1504, 0.0581
584, 1357854, 0.5086, 0.0631, 103.0409, 52.4033, 0.4724, 0.6293, 0.2021, 0.0432, 0.2258, -0.0901, 0.1655, 0.1028, 1.0471, 1.8611, 0.0343, 0.0391, 0.0397, 0.0388, 0.0536, 0.2092, 0.0961, 0.0961, 0.1191, 0.0510
585, 457452, 0.3376, 0.0654, 76.1349, 25.7053, 0.4559, 0.6361, 0.2173, 0.0484, 0.3602, 0.1310, 0.1625, 0.1016, 0.9235, 1.4434, 0.0559, 0.0565, 0.0569, 0.0565, 0.0557, 0.2477, 0.1093, 0.1093, 0.1417, 0.0786
586, 602665, 0.3650, 0.0637, 81.8401, 29.8700, 0.4622, 0.6288, 0.2027, 0.0435, 0.3699, 0.0988, 0.1606, 0.1011, 1.1408, 2.5250, 0.0464, 0.0503, 0.0513, 0.0503, 0.0528, 0.2349, 0.1033, 0.1033, 0.1426, 0.0647
587, 198217, 1.3799, 0.0619, 23.4551, 32.3668, 0.4946, 0.6343, 0.1978, 0.0558, 0.5106, 1.0636, 0.1745, 0.1578, 1.2249, 2.3484, 0.1391, 0.1459, 0.1456, 0.1456, 0.1246, 0.3295, 0.1938, 0.1938, 0.2411, 0.1663
588, 447712, 0.6610, 0.0655, 53.8732, 35.6100, 0.4670, 0.6255, 0.2076, 0.0463, 0.3975, 0.1223, 0.1727, 0.1144, 1.0175, 1.9388, 0.0530, 0.0531, 0.0531, 0.0522, 0.0734, 0.2741, 0.1153, 0.1153, 0.1439, 0.0808
589, 1023264, 0.8128, 0.0627, 70.3575, 57.1889, 0.4751, 0.6294, 0.2060, 0.0471, 0.2832, -0.0907, 0.1633, 0.1082, 1.0255, 1.6284, 0.0499, 0.0550, 0.0550, 0.0542, 0.0738, 0.2499, 0.1094, 0.1094, 0.1513, 0.0760
590, 222372, 0.2040, 0.0626, 65.3709, 13.3372, 0.4556, 0.6158, 0.1935, 0.0388, -0.2050, 0.0959, 0.1527, 0.1049, 1.3953, 3.0731, 0.0519, 0.0511, 0.0512, 0.0511, 0.0435, 0.2363, 0.1206, 0.1206, 0.1295, 0.0788
591, 60320, 0.8923, 0.0571, 14.8362, 13.2385, 0.4766, 0.6457, 0.2002, 0.0637, 0.6396, 1.1373, 0.1500, 0.1466, 1.2944, 3.9252, 0.1611, 0.1655, 0.1648, 0.1655, 0.1430, 0.3931, 0.2043, 0.2043, 0.2424, 0.2013
592, 511648, 0.5742, 0.0611, 57.6734, 33.1133, 0.4679, 0.6333, 0.2008, 0.0464, 0.2720, -0.1025, 0.1610, 0.1093, 0.9328, 1.2157, 0.0535, 0.0555, 0.0559, 0.0556, 0.0679, 0.2473, 0.1111, 0.1111, 0.1446, 0.0755
593, 459243, 1.0639, 0.0650, 42.7310, 45.4627, 0.4892, 0.6097, 0.1936, 0.0454, 0.3572, 0.1060, 0.1640, 0.1206, 1.0022, 1.7925, 0.0773, 0.0825, 0.0814, 0.0818, 0.0887, 0.2746, 0.1357, 0.1357, 0.1679, 0.0966
594, 482532, 0.5369, 0.0616, 58.3752, 31.3428, 0.4790, 0.6302, 0.1969, 0.0455, 0.4344, 0.4586, 0.1602, 0.1116, 0.8526, 1.0216, 0.0546, 0.0597, 0.0604, 0.0595, 0.0724, 0.2571, 0.1175, 0.1175, 0.1505, 0.0908
595, 132990, 1.6259, 0.0699, 19.9892, 32.5000, 0.4890, 0.6254, 0.2034, 0.0565, 0.5995, 1.1449, 0.1597, 0.1461, 1.0137, 1.9447, 0.1785, 0.1905, 0.1904, 0.1907, 0.1674, 0.3586, 0.2653, 0.2653, 0.2897, 0.2142
596, 206960, 0.3266, 0.0644, 51.2923, 16.7538, 0.4760, 0.6392, 0.2179, 0.0534, 0.4213, -0.1189, 0.1643, 0.1114, 0.9185, 1.2537, 0.0625, 0.0644, 0.0644, 0.0645, 0.0661, 0.2921, 0.1373, 0.1373, 0.1876, 0.0986
597, 264670, 0.5985, 0.0684, 45.4598, 27.2075, 0.4753, 0.6360, 0.2205, 0.0499, 0.1639, 0.1859, 0.1599, 0.1148, 0.8953, 1.2022, 0.0807, 0.0837, 0.0835, 0.0835, 0.0834, 0.2959, 0.1642, 0.1642, 0.1855, 0.1051
598, 49284, 0.4444, 0.0605, 20.1486, 8.9550, 0.4803, 0.6557, 0.2162, 0.0610, 0.5574, 0.4148, 0.1531, 0.1242, 0.4972, -0.4388, 0.1374, 0.1420, 0.1417, 0.1420, 0.1276, 0.3436, 0.1917, 0.1917, 0.2370, 0.1747
599, 831358, 0.4088, 0.0626, 89.2916, 36.5056, 0.4787, 0.6335, 0.2038, 0.0441, 0.3236, -0.0402, 0.1618, 0.1065, 0.9695, 1.4428, 0.0322, 0.0350, 0.0360, 0.0349, 0.0541, 0.2271, 0.0866, 0.0866, 0.1194, 0.0499
600, 170781, 0.1335, 0.0605, 68.3841, 9.1300, 0.4753, 0.6444, 0.2079, 0.0462, 0.2874, -0.1003, 0.1552, 0.1071, 1.0750, 1.6497, 0.0529, 0.0555, 0.0554, 0.0555, 0.0498, 0.2484, 0.1183, 0.1183, 0.1577, 0.0887
