sample_number, space_size, shape, density, rpu, rpi, gini_u, gini_i, pop_avg, pop_std, pop_skew, pop_kurtosis, long_tail_avg, long_tail_std, long_tail_skew, long_tail_kurtosis, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
277, 115192, 0.1271, 0.0624, 59.4050, 7.5504, 0.4629, 0.6255, 0.2021, 0.0441, 0.1773, 0.5909, 0.1544, 0.1001, 1.6450, 5.8048, 0.0591, 0.0606, 0.0603, 0.0606, 0.0407, 0.2481, 0.1326, 0.1326, 0.1434, 0.0998
278, 970896, 0.8417, 0.0623, 66.9491, 56.3520, 0.4837, 0.6305, 0.1995, 0.0444, 0.2856, -0.0081, 0.1741, 0.1166, 1.0324, 1.6829, 0.0551, 0.0580, 0.0562, 0.0570, 0.0723, 0.2445, 0.1181, 0.1181, 0.1555, 0.0742
279, 671559, 0.9317, 0.0616, 52.3110, 48.7373, 0.4729, 0.6312, 0.1984, 0.0459, 0.3052, -0.0281, 0.1658, 0.1162, 1.0220, 1.5214, 0.0501, 0.0546, 0.0536, 0.0546, 0.0749, 0.2707, 0.0991, 0.0991, 0.1369, 0.0694
280, 243532, 0.1880, 0.0614, 69.8505, 13.1353, 0.4547, 0.6552, 0.2049, 0.0420, 0.3165, 0.0204, 0.1670, 0.1036, 0.9170, 2.0225, 0.0497, 0.0519, 0.0510, 0.0519, 0.0394, 0.2306, 0.1193, 0.1193, 0.1471, 0.0867
281, 552056, 0.3783, 0.0608, 73.4508, 27.7873, 0.4735, 0.6361, 0.1991, 0.0462, 0.3840, 0.0494, 0.1668, 0.1084, 1.0784, 2.3266, 0.0499, 0.0554, 0.0551, 0.0556, 0.0511, 0.2337, 0.1055, 0.1055, 0.1462, 0.0731
282, 902400, 0.6267, 0.0630, 75.5997, 47.3758, 0.4752, 0.6231, 0.1939, 0.0416, 0.2206, 0.2406, 0.1646, 0.1095, 1.1166, 2.1126, 0.0528, 0.0576, 0.0573, 0.0570, 0.0676, 0.2191, 0.1018, 0.1018, 0.1208, 0.0764
283, 542271, 0.8204, 0.0585, 47.5592, 39.0185, 0.4739, 0.6495, 0.2041, 0.0511, 0.4615, 0.1433, 0.1705, 0.1263, 1.1007, 1.8313, 0.0576, 0.0603, 0.0591, 0.0591, 0.0774, 0.2834, 0.1300, 0.1300, 0.1541, 0.0900
284, 113584, 0.5415, 0.0705, 32.2661, 17.4716, 0.5139, 0.6018, 0.1967, 0.0496, 0.7555, 2.1176, 0.1616, 0.1278, 0.7103, 0.3304, 0.1139, 0.1225, 0.1229, 0.1225, 0.1098, 0.3094, 0.1698, 0.1698, 0.2146, 0.1321
285, 721350, 0.6543, 0.0630, 66.1208, 43.2619, 0.4698, 0.6353, 0.2038, 0.0462, 0.3655, 0.4053, 0.1625, 0.1098, 0.9491, 1.3057, 0.0572, 0.0579, 0.0589, 0.0584, 0.0766, 0.2482, 0.1178, 0.1178, 0.1485, 0.0778
286, 1254330, 0.4727, 0.0632, 102.9208, 48.6489, 0.4769, 0.6274, 0.2008, 0.0428, 0.2568, -0.0031, 0.1645, 0.1017, 0.9907, 1.5725, 0.0352, 0.0382, 0.0381, 0.0381, 0.0570, 0.2119, 0.1000, 0.1000, 0.1220, 0.0558
287, 538535, 0.2340, 0.0618, 93.8056, 21.9519, 0.4567, 0.6389, 0.2074, 0.0468, 0.3007, -0.1696, 0.1565, 0.1026, 1.0531, 2.0038, 0.0353, 0.0384, 0.0387, 0.0384, 0.0385, 0.2154, 0.0871, 0.0871, 0.1129, 0.0563
288, 112672, 2.2455, 0.0626, 14.0258, 31.4955, 0.4740, 0.6354, 0.2221, 0.0814, 1.0237, 2.0975, 0.1554, 0.1529, 1.0255, 1.1419, 0.2254, 0.2311, 0.2288, 0.2291, 0.1813, 0.4038, 0.3038, 0.3038, 0.3336, 0.2622
289, 1252833, 0.5276, 0.0617, 95.0763, 50.1603, 0.4674, 0.6325, 0.1969, 0.0405, 0.1867, -0.2720, 0.1688, 0.1022, 0.8966, 1.2547, 0.0325, 0.0328, 0.0334, 0.0330, 0.0549, 0.2139, 0.0801, 0.0801, 0.1073, 0.0480
290, 153946, 0.2370, 0.0619, 49.9058, 11.8263, 0.4727, 0.6610, 0.2081, 0.0449, -0.0294, -0.0565, 0.1621, 0.1189, 0.8280, 0.6984, 0.0768, 0.0796, 0.0795, 0.0796, 0.0579, 0.2681, 0.1428, 0.1428, 0.1694, 0.0950
291, 1440530, 0.5749, 0.0631, 99.8505, 57.3999, 0.4725, 0.6288, 0.2022, 0.0429, 0.2320, -0.0460, 0.1646, 0.1027, 1.0177, 1.8898, 0.0359, 0.0382, 0.0384, 0.0381, 0.0589, 0.2187, 0.0942, 0.0942, 0.1163, 0.0523
292, 1134980, 0.5224, 0.0616, 90.7675, 47.4159, 0.4612, 0.6426, 0.2045, 0.0444, 0.3233, 0.0124, 0.1711, 0.1039, 0.9358, 1.5694, 0.0386, 0.0410, 0.0408, 0.0409, 0.0531, 0.2310, 0.0897, 0.0897, 0.1237, 0.0548
293, 124550, 1.7736, 0.0622, 16.4936, 29.2528, 0.4721, 0.6344, 0.2060, 0.0672, 0.4397, 1.0676, 0.1739, 0.1667, 1.2271, 1.9682, 0.1536, 0.1556, 0.1554, 0.1554, 0.1564, 0.3624, 0.2110, 0.2110, 0.2657, 0.1871
294, 750474, 0.6965, 0.0664, 68.9129, 48.0000, 0.4594, 0.6355, 0.2145, 0.0451, 0.2222, -0.0596, 0.1630, 0.1070, 0.9604, 1.5542, 0.0415, 0.0431, 0.0437, 0.0430, 0.0730, 0.2532, 0.1074, 0.1074, 0.1407, 0.0659
295, 981298, 0.7156, 0.0646, 75.5907, 54.0948, 0.4683, 0.6207, 0.2060, 0.0467, 0.3347, -0.0340, 0.1637, 0.1047, 0.9024, 1.4078, 0.0440, 0.0479, 0.0479, 0.0481, 0.0681, 0.2396, 0.1026, 0.1026, 0.1318, 0.0601
296, 885236, 0.4758, 0.0636, 86.6826, 41.2441, 0.4773, 0.6306, 0.2027, 0.0429, 0.2426, -0.0423, 0.1625, 0.1045, 1.0126, 1.5355, 0.0384, 0.0404, 0.0399, 0.0403, 0.0600, 0.2207, 0.1046, 0.1046, 0.1282, 0.0628
297, 203670, 0.1699, 0.0577, 63.1290, 10.7233, 0.4346, 0.6700, 0.2053, 0.0442, 0.3413, -0.2097, 0.1686, 0.1061, 0.7264, 0.2663, 0.0606, 0.0598, 0.0593, 0.0598, 0.0497, 0.2569, 0.1391, 0.1391, 0.1687, 0.0897
298, 163780, 1.1342, 0.0649, 24.6543, 27.9632, 0.4510, 0.6384, 0.2175, 0.0549, 0.6635, 0.6162, 0.1517, 0.1251, 0.7728, 0.3503, 0.1177, 0.1273, 0.1233, 0.1260, 0.1180, 0.3455, 0.2054, 0.2054, 0.2447, 0.1525
299, 1228216, 0.4555, 0.0628, 103.1872, 47.0061, 0.4716, 0.6307, 0.2040, 0.0431, 0.2031, -0.0849, 0.1606, 0.1029, 1.1154, 2.1438, 0.0354, 0.0376, 0.0386, 0.0375, 0.0579, 0.2143, 0.0979, 0.0979, 0.1205, 0.0514
300, 267572, 0.7334, 0.0590, 35.6072, 26.1159, 0.4768, 0.6533, 0.1944, 0.0496, 0.9165, 3.2618, 0.1889, 0.1302, 0.7855, 0.7293, 0.0925, 0.0959, 0.0952, 0.0956, 0.0906, 0.2986, 0.1669, 0.1669, 0.2133, 0.1189
301, 536841, 0.2116, 0.0595, 94.7300, 20.0402, 0.4458, 0.6497, 0.1985, 0.0431, 0.3997, -0.0240, 0.1758, 0.1063, 0.7375, 0.8555, 0.0357, 0.0343, 0.0344, 0.0343, 0.0335, 0.2092, 0.0884, 0.0884, 0.1290, 0.0551
302, 1389337, 0.5587, 0.0640, 100.8933, 56.3646, 0.4731, 0.6276, 0.2033, 0.0430, 0.2018, -0.0091, 0.1627, 0.1038, 1.0377, 1.8466, 0.0375, 0.0408, 0.0421, 0.0409, 0.0617, 0.2164, 0.0983, 0.0983, 0.1281, 0.0528
303, 1239693, 0.4429, 0.0634, 105.9946, 46.9468, 0.4727, 0.6310, 0.2039, 0.0438, 0.2545, -0.0223, 0.1636, 0.1020, 1.0480, 2.1018, 0.0379, 0.0406, 0.0413, 0.0406, 0.0522, 0.2129, 0.0989, 0.0989, 0.1175, 0.0540
304, 466050, 0.2266, 0.0626, 89.7692, 20.3452, 0.4878, 0.6182, 0.2057, 0.0478, 0.1340, -0.1296, 0.1477, 0.1051, 1.1524, 1.8623, 0.0351, 0.0389, 0.0391, 0.0389, 0.0418, 0.2315, 0.1043, 0.1043, 0.1185, 0.0619
305, 948706, 0.4291, 0.0614, 91.3072, 39.1755, 0.4764, 0.6343, 0.1979, 0.0405, 0.1894, -0.2950, 0.1663, 0.1041, 0.9555, 1.3898, 0.0326, 0.0331, 0.0331, 0.0331, 0.0484, 0.2158, 0.0885, 0.0885, 0.1155, 0.0562
306, 233852, 1.7845, 0.0669, 24.2353, 43.2486, 0.4576, 0.6470, 0.2380, 0.0671, 0.6916, 0.9127, 0.1759, 0.1392, 1.0818, 1.7495, 0.1204, 0.1290, 0.1229, 0.1273, 0.1238, 0.3496, 0.1819, 0.1819, 0.2301, 0.1580
307, 1464840, 0.5981, 0.0640, 100.1635, 59.9061, 0.4692, 0.6265, 0.2034, 0.0436, 0.2702, -0.0250, 0.1646, 0.1033, 1.0313, 1.8873, 0.0364, 0.0394, 0.0402, 0.0395, 0.0621, 0.2188, 0.0987, 0.0987, 0.1305, 0.0550
308, 514634, 0.5899, 0.0620, 57.8984, 34.1563, 0.4506, 0.6279, 0.2063, 0.0493, 0.3486, 0.2523, 0.1589, 0.1110, 0.9969, 1.4864, 0.0637, 0.0647, 0.0657, 0.0643, 0.0702, 0.2663, 0.1256, 0.1256, 0.1645, 0.0847
309, 250133, 0.2936, 0.0633, 58.4096, 17.1495, 0.4361, 0.6401, 0.1983, 0.0401, 0.1494, 0.1427, 0.1648, 0.1044, 0.9381, 1.6719, 0.0532, 0.0548, 0.0544, 0.0548, 0.0548, 0.2514, 0.1174, 0.1174, 0.1404, 0.0871
310, 599844, 0.9936, 0.0625, 48.5440, 48.2317, 0.4761, 0.6304, 0.1983, 0.0489, 0.6383, 0.6686, 0.1588, 0.1089, 0.9190, 1.5410, 0.0682, 0.0742, 0.0740, 0.0739, 0.0847, 0.2749, 0.1351, 0.1351, 0.1798, 0.0937
311, 97929, 0.6030, 0.0654, 26.3539, 15.8908, 0.5140, 0.6253, 0.1997, 0.0551, 0.4359, 0.8332, 0.1737, 0.1584, 1.3861, 3.1055, 0.1500, 0.1601, 0.1600, 0.1601, 0.1279, 0.3352, 0.2139, 0.2139, 0.2207, 0.1764
312, 448344, 0.2171, 0.0624, 89.7115, 19.4781, 0.4731, 0.6339, 0.2053, 0.0465, 0.3728, 0.0762, 0.1652, 0.1079, 0.9002, 1.1754, 0.0365, 0.0412, 0.0407, 0.0414, 0.0437, 0.2157, 0.1215, 0.1215, 0.1366, 0.0623
313, 750793, 0.6105, 0.0609, 67.5362, 41.2281, 0.4710, 0.6257, 0.1934, 0.0416, 0.3649, 0.0879, 0.1617, 0.1020, 0.9693, 1.8168, 0.0495, 0.0527, 0.0547, 0.0525, 0.0632, 0.2461, 0.1078, 0.1078, 0.1520, 0.0644
314, 306362, 1.0018, 0.0630, 34.8430, 34.9060, 0.4886, 0.6180, 0.1856, 0.0425, 0.2893, -0.1125, 0.1621, 0.1275, 0.9895, 1.5448, 0.0958, 0.1029, 0.1047, 0.1029, 0.1066, 0.2842, 0.1520, 0.1520, 0.1928, 0.1144
315, 881439, 0.5543, 0.0652, 82.2117, 45.5718, 0.4696, 0.6292, 0.2098, 0.0458, 0.3149, -0.1218, 0.1607, 0.1030, 0.8539, 1.1860, 0.0486, 0.0528, 0.0535, 0.0527, 0.0668, 0.2325, 0.1059, 0.1059, 0.1447, 0.0653
316, 177662, 3.9905, 0.0640, 13.5107, 53.9147, 0.4592, 0.6305, 0.2096, 0.0661, 0.8866, 2.9400, 0.1532, 0.1476, 0.9773, 1.9196, 0.1813, 0.1908, 0.1831, 0.1875, 0.1561, 0.3794, 0.2252, 0.2252, 0.2725, 0.2088
317, 1249521, 0.6439, 0.0635, 88.4972, 56.9864, 0.4702, 0.6306, 0.2021, 0.0425, 0.2234, 0.0387, 0.1626, 0.1067, 1.0963, 2.0916, 0.0405, 0.0456, 0.0457, 0.0455, 0.0647, 0.2302, 0.0974, 0.0974, 0.1243, 0.0564
318, 600390, 0.6611, 0.0624, 59.4937, 39.3295, 0.4756, 0.6304, 0.2093, 0.0493, 0.3278, -0.1384, 0.1552, 0.1119, 1.1177, 2.1281, 0.0552, 0.0569, 0.0565, 0.0568, 0.0729, 0.2579, 0.1180, 0.1180, 0.1503, 0.0784
319, 144000, 2.8444, 0.0611, 13.7578, 39.1333, 0.4991, 0.6491, 0.2214, 0.0989, 0.6211, 1.3472, 0.1744, 0.1880, 1.4139, 2.4927, 0.1898, 0.1995, 0.1940, 0.1968, 0.1700, 0.4046, 0.2700, 0.2700, 0.2873, 0.2218
320, 322696, 0.4617, 0.0551, 46.0596, 21.2667, 0.4573, 0.6414, 0.1911, 0.0466, 0.4738, 0.1614, 0.1606, 0.1113, 0.7384, 1.0403, 0.0572, 0.0561, 0.0573, 0.0561, 0.0643, 0.2673, 0.1229, 0.1229, 0.1676, 0.0827
321, 50050, 0.2418, 0.0722, 32.8727, 7.9473, 0.4549, 0.6660, 0.2478, 0.0661, 0.5421, 0.5835, 0.1656, 0.1174, 0.7164, 1.4569, 0.1261, 0.1245, 0.1236, 0.1245, 0.1157, 0.3425, 0.1950, 0.1950, 0.2596, 0.1508
322, 802900, 0.6820, 0.0636, 68.9541, 47.0286, 0.4677, 0.6268, 0.1986, 0.0423, 0.3123, 0.4752, 0.1609, 0.1079, 0.9527, 1.3252, 0.0592, 0.0650, 0.0652, 0.0648, 0.0722, 0.2367, 0.1048, 0.1048, 0.1475, 0.0747
323, 865552, 0.6533, 0.0634, 72.9681, 47.6733, 0.4646, 0.6308, 0.2042, 0.0433, 0.2154, -0.1022, 0.1627, 0.1046, 0.9484, 1.5743, 0.0519, 0.0572, 0.0576, 0.0571, 0.0669, 0.2458, 0.1024, 0.1024, 0.1471, 0.0690
324, 138992, 2.4538, 0.0628, 14.9349, 36.6471, 0.4877, 0.6325, 0.2284, 0.0806, 0.7706, 1.3516, 0.1628, 0.1567, 1.2682, 2.8929, 0.1587, 0.1783, 0.1707, 0.1741, 0.1503, 0.3826, 0.2450, 0.2450, 0.2794, 0.2037
325, 623579, 0.7481, 0.0658, 60.0600, 44.9299, 0.4711, 0.6222, 0.2011, 0.0437, 0.2544, 0.1163, 0.1682, 0.1116, 1.0644, 1.8414, 0.0526, 0.0573, 0.0583, 0.0573, 0.0657, 0.2508, 0.1093, 0.1093, 0.1353, 0.0745
326, 235466, 0.3282, 0.0609, 51.5540, 16.9209, 0.4952, 0.6314, 0.1979, 0.0482, 0.5079, 0.0907, 0.1655, 0.1086, 0.7529, 0.8712, 0.0671, 0.0669, 0.0675, 0.0669, 0.0692, 0.2513, 0.1403, 0.1403, 0.1572, 0.0956
327, 107952, 3.6069, 0.0727, 12.5785, 45.3699, 0.4959, 0.6223, 0.2143, 0.0614, -0.0337, 1.2829, 0.1505, 0.1668, 1.4692, 3.2191, 0.2552, 0.2609, 0.2550, 0.2558, 0.2112, 0.3892, 0.2716, 0.2716, 0.3019, 0.2627
328, 383500, 0.1763, 0.0582, 85.7769, 15.1200, 0.4654, 0.6449, 0.2016, 0.0471, 0.3683, -0.3018, 0.1618, 0.1034, 0.9175, 1.4670, 0.0358, 0.0372, 0.0370, 0.0372, 0.0299, 0.2203, 0.0934, 0.0934, 0.1179, 0.0582
329, 587475, 0.4692, 0.0632, 70.6990, 33.1698, 0.4703, 0.6306, 0.2094, 0.0475, 0.2721, -0.0966, 0.1627, 0.1073, 1.0261, 1.8171, 0.0479, 0.0505, 0.0520, 0.0506, 0.0607, 0.2502, 0.1079, 0.1079, 0.1325, 0.0722
330, 104700, 0.8596, 0.0605, 21.1300, 18.1633, 0.4458, 0.6716, 0.2188, 0.0596, 0.8046, 1.1856, 0.1673, 0.1319, 0.7412, 0.8872, 0.1392, 0.1464, 0.1467, 0.1463, 0.1139, 0.3586, 0.2106, 0.2106, 0.2501, 0.1661
331, 268938, 1.6642, 0.0629, 25.2870, 42.0821, 0.4774, 0.6450, 0.2122, 0.0560, 0.9290, 2.7604, 0.1591, 0.1297, 0.9152, 1.6438, 0.1168, 0.1182, 0.1158, 0.1173, 0.1166, 0.3353, 0.1792, 0.1792, 0.2385, 0.1433
332, 158688, 1.3103, 0.0628, 21.8465, 28.6264, 0.4996, 0.6199, 0.1908, 0.0517, 0.1281, 0.4805, 0.1785, 0.1579, 1.2338, 2.4025, 0.1306, 0.1362, 0.1375, 0.1363, 0.1200, 0.3241, 0.2033, 0.2033, 0.2355, 0.1562
333, 273438, 0.1434, 0.0599, 82.7323, 11.8617, 0.4539, 0.6585, 0.2083, 0.0448, 0.5530, 0.4532, 0.1652, 0.0871, 0.5508, 0.1912, 0.0359, 0.0358, 0.0356, 0.0358, 0.0404, 0.2199, 0.1031, 0.1031, 0.1259, 0.0604
334, 241947, 0.2816, 0.0637, 59.0421, 16.6235, 0.4678, 0.6476, 0.2080, 0.0522, 0.3285, 0.0756, 0.1744, 0.1168, 0.8136, 0.5787, 0.0630, 0.0661, 0.0664, 0.0661, 0.0577, 0.2643, 0.1528, 0.1528, 0.1665, 0.0971
335, 491112, 0.4234, 0.0604, 65.0307, 27.5339, 0.4931, 0.6230, 0.1905, 0.0437, 0.3849, 0.2996, 0.1611, 0.1112, 0.7593, 0.4664, 0.0533, 0.0535, 0.0545, 0.0533, 0.0545, 0.2446, 0.1062, 0.1062, 0.1453, 0.0668
336, 309690, 0.6982, 0.0617, 41.0774, 28.6802, 0.4814, 0.6530, 0.2232, 0.0578, 0.2271, -0.1905, 0.1650, 0.1288, 1.0883, 2.2384, 0.0735, 0.0768, 0.0742, 0.0766, 0.0824, 0.3043, 0.1610, 0.1610, 0.2097, 0.1042
337, 388976, 0.2666, 0.0665, 80.3665, 21.4222, 0.4689, 0.6341, 0.2068, 0.0407, 0.2315, -0.4676, 0.1647, 0.1022, 0.6725, 0.2034, 0.0497, 0.0552, 0.0552, 0.0552, 0.0578, 0.2369, 0.1151, 0.1151, 0.1309, 0.0708
338, 180420, 0.8344, 0.0618, 28.7268, 23.9699, 0.5056, 0.6188, 0.1680, 0.0490, 0.2900, 0.9162, 0.1899, 0.1407, 0.6996, 0.4157, 0.1201, 0.1235, 0.1235, 0.1237, 0.1041, 0.2851, 0.1767, 0.1767, 0.2137, 0.1569
339, 335820, 0.5635, 0.0666, 51.3862, 28.9547, 0.4641, 0.6205, 0.2182, 0.0514, 0.3907, 0.1164, 0.1566, 0.1102, 1.0620, 2.0275, 0.0739, 0.0816, 0.0820, 0.0815, 0.0787, 0.2871, 0.1342, 0.1342, 0.1707, 0.0984
340, 68912, 1.2373, 0.0572, 13.5068, 16.7119, 0.4824, 0.6396, 0.1919, 0.0737, 1.4785, 4.7325, 0.1510, 0.1659, 1.5068, 3.9232, 0.1779, 0.1814, 0.1819, 0.1814, 0.1437, 0.3810, 0.2133, 0.2133, 0.2906, 0.2166
341, 126430, 2.2894, 0.0651, 15.2900, 35.0043, 0.4778, 0.5977, 0.1755, 0.0519, 0.4931, 2.1654, 0.1688, 0.1679, 1.2418, 2.4949, 0.1848, 0.1905, 0.1914, 0.1911, 0.1532, 0.3501, 0.2259, 0.2259, 0.2578, 0.2098
342, 523222, 1.6566, 0.0669, 37.5886, 62.2687, 0.4713, 0.6155, 0.1904, 0.0401, 0.2517, 0.4035, 0.1660, 0.1178, 0.7877, 0.8820, 0.0802, 0.0847, 0.0821, 0.0842, 0.1051, 0.2825, 0.1396, 0.1396, 0.1812, 0.1049
343, 103788, 1.3333, 0.0558, 15.5672, 20.7563, 0.4895, 0.6186, 0.1673, 0.0543, 1.0395, 3.3371, 0.1502, 0.1412, 0.7055, -0.0443, 0.1325, 0.1383, 0.1384, 0.1384, 0.1305, 0.3477, 0.2112, 0.2112, 0.2735, 0.1757
344, 153178, 0.5045, 0.0562, 30.9676, 15.6243, 0.4661, 0.6614, 0.2047, 0.0589, 1.1123, 2.9398, 0.1601, 0.1298, 0.9943, 1.9184, 0.0935, 0.0979, 0.0971, 0.0978, 0.0910, 0.3104, 0.1657, 0.1657, 0.2072, 0.1328
345, 82176, 0.7975, 0.0744, 23.8750, 19.0405, 0.4546, 0.6250, 0.2418, 0.0670, 0.7558, 1.0170, 0.1649, 0.1343, 0.7735, 0.5168, 0.1714, 0.1711, 0.1718, 0.1712, 0.1414, 0.3578, 0.2382, 0.2382, 0.2807, 0.1874
346, 924660, 0.9434, 0.0633, 62.6916, 59.1455, 0.4709, 0.6222, 0.1956, 0.0419, 0.3157, 0.1260, 0.1643, 0.1106, 0.9266, 1.3616, 0.0535, 0.0568, 0.0564, 0.0560, 0.0772, 0.2356, 0.1074, 0.1074, 0.1417, 0.0732
347, 128484, 2.0723, 0.0631, 15.7035, 32.5422, 0.5011, 0.6105, 0.1720, 0.0493, -0.0978, 2.3100, 0.1666, 0.1677, 1.6629, 4.8778, 0.1631, 0.1673, 0.1682, 0.1673, 0.1569, 0.3398, 0.2274, 0.2274, 0.2754, 0.1899
348, 107328, 0.9070, 0.0660, 22.7083, 20.5959, 0.4948, 0.6282, 0.1857, 0.0521, 0.3413, 1.2660, 0.1829, 0.1612, 1.1331, 1.2939, 0.1600, 0.1666, 0.1665, 0.1666, 0.1534, 0.3219, 0.2224, 0.2224, 0.2509, 0.1869
349, 720482, 0.7642, 0.0666, 64.6267, 49.3852, 0.4703, 0.6193, 0.2000, 0.0436, 0.3361, 0.2847, 0.1718, 0.1136, 0.9517, 1.4145, 0.0526, 0.0554, 0.0553, 0.0552, 0.0703, 0.2441, 0.0994, 0.0994, 0.1392, 0.0693
350, 799680, 0.3002, 0.0677, 110.4918, 33.1746, 0.4685, 0.6216, 0.2098, 0.0433, 0.1942, 0.0798, 0.1628, 0.1014, 1.0435, 2.1649, 0.0312, 0.0325, 0.0333, 0.0325, 0.0490, 0.2079, 0.0923, 0.0923, 0.1142, 0.0498
351, 177408, 1.2031, 0.0557, 21.3701, 25.7109, 0.5042, 0.6350, 0.1846, 0.0582, 0.6403, 1.9288, 0.1700, 0.1504, 1.3406, 3.5916, 0.1252, 0.1293, 0.1283, 0.1291, 0.1157, 0.3123, 0.1749, 0.1749, 0.2312, 0.1460
352, 119394, 1.3535, 0.0585, 17.3856, 23.5320, 0.4688, 0.6296, 0.1887, 0.0529, 0.6626, 2.3377, 0.1519, 0.1530, 1.3372, 2.9207, 0.1354, 0.1396, 0.1388, 0.1395, 0.1307, 0.3391, 0.1734, 0.1734, 0.2390, 0.1543
353, 750750, 0.3971, 0.0655, 90.1227, 35.7869, 0.4744, 0.6248, 0.2082, 0.0448, 0.2025, -0.1389, 0.1607, 0.1101, 1.1255, 1.9825, 0.0459, 0.0478, 0.0484, 0.0478, 0.0487, 0.2234, 0.0971, 0.0971, 0.1337, 0.0686
354, 430004, 0.7215, 0.0598, 46.1867, 33.3238, 0.4787, 0.6322, 0.1992, 0.0480, 0.5776, 1.3014, 0.1580, 0.1119, 0.8540, 1.0792, 0.0789, 0.0796, 0.0795, 0.0791, 0.0744, 0.2788, 0.1467, 0.1467, 0.1919, 0.1028
355, 554800, 0.9605, 0.0626, 47.5822, 45.7039, 0.4707, 0.6321, 0.2072, 0.0490, 0.3331, 0.1717, 0.1562, 0.1118, 0.8359, 0.8863, 0.0770, 0.0823, 0.0782, 0.0803, 0.0856, 0.2817, 0.1243, 0.1243, 0.1692, 0.0972
356, 209070, 0.4391, 0.0631, 43.5512, 19.1246, 0.4931, 0.6251, 0.1946, 0.0473, 0.7245, 1.4295, 0.1620, 0.1163, 0.6851, 0.4990, 0.0619, 0.0691, 0.0689, 0.0691, 0.0738, 0.2627, 0.1448, 0.1448, 0.1907, 0.0993
357, 87380, 0.3307, 0.0684, 35.1765, 11.6342, 0.4432, 0.6486, 0.2361, 0.0590, 0.1389, -0.0003, 0.1615, 0.1278, 0.8800, 0.7019, 0.1362, 0.1487, 0.1491, 0.1487, 0.1203, 0.3158, 0.2363, 0.2363, 0.2650, 0.1851
358, 374199, 0.7198, 0.0624, 45.0096, 32.3994, 0.4601, 0.6354, 0.2079, 0.0486, 0.4655, 0.2676, 0.1539, 0.1092, 0.9128, 1.1725, 0.0863, 0.0866, 0.0869, 0.0869, 0.0878, 0.2923, 0.1564, 0.1564, 0.1900, 0.1037
359, 62488, 0.7329, 0.0510, 14.9065, 10.9247, 0.5243, 0.6342, 0.1528, 0.0545, -0.0083, 1.7806, 0.1763, 0.1754, 1.2172, 2.0857, 0.1633, 0.1629, 0.1631, 0.1629, 0.1419, 0.3173, 0.2069, 0.2069, 0.2563, 0.1903
360, 444264, 1.6493, 0.0685, 35.5689, 58.6647, 0.4632, 0.6304, 0.2286, 0.0583, 0.5276, 0.2229, 0.1577, 0.1164, 0.8182, 1.0380, 0.1161, 0.1242, 0.1197, 0.1220, 0.1143, 0.3248, 0.1801, 0.1801, 0.2115, 0.1461
361, 560252, 0.3270, 0.0623, 81.5093, 26.6509, 0.4816, 0.6339, 0.2047, 0.0450, 0.2933, -0.1171, 0.1650, 0.1008, 0.9508, 1.5174, 0.0376, 0.0419, 0.0412, 0.0419, 0.0487, 0.2380, 0.1001, 0.1001, 0.1363, 0.0620
362, 230178, 1.1167, 0.0621, 28.1775, 31.4670, 0.4878, 0.6236, 0.1898, 0.0517, 0.4305, 0.8667, 0.1779, 0.1478, 1.2055, 1.8215, 0.1139, 0.1199, 0.1190, 0.1202, 0.1122, 0.3136, 0.1680, 0.1680, 0.1952, 0.1352
363, 1052415, 0.5648, 0.0632, 86.2231, 48.7018, 0.4749, 0.6279, 0.2024, 0.0438, 0.2027, -0.0030, 0.1660, 0.1065, 1.0476, 1.7726, 0.0427, 0.0436, 0.0432, 0.0437, 0.0622, 0.2323, 0.1015, 0.1015, 0.1345, 0.0628
364, 332748, 0.3001, 0.0552, 58.1646, 17.4549, 0.4575, 0.6624, 0.2044, 0.0492, 0.3636, -0.0689, 0.1645, 0.1125, 1.1267, 2.3140, 0.0670, 0.0712, 0.0712, 0.0712, 0.0555, 0.2610, 0.1331, 0.1331, 0.1650, 0.0815
