uid, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
811, 0.00274, 0.00287, 0.00296, 0.00287, 0.00259, 0.02921, 0.00303, 0.00303, 0.00383, 0.00310
812, 0.02573, 0.03212, 0.03395, 0.03212, 0.01106, 0.02686, 0.07849, 0.07849, 0.13660, 0.02008
813, 0.00841, 0.00873, 0.00879, 0.00873, 0.00709, 0.11190, 0.01020, 0.01020, 0.01314, 0.00920
814, 0.00664, 0.00922, 0.00900, 0.00918, 0.00828, 0.05569, 0.00941, 0.00941, 0.01120, 0.00788
815, 0.02171, 0.01809, 0.01909, 0.01823, 0.01308, 0.01504, 0.04943, 0.04943, 0.06284, 0.02438
816, 0.00446, 0.00299, 0.00304, 0.00299, 0.00207, 0.01405, 0.00297, 0.00297, 0.00447, 0.00221
817, 0.02738, 0.02449, 0.02488, 0.02449, 0.01150, 0.02290, 0.02018, 0.02018, 0.02407, 0.02908
818, 0.00530, 0.00615, 0.00587, 0.00615, 0.00648, 0.01835, 0.00777, 0.00777, 0.00818, 0.01028
819, 0.00742, 0.00845, 0.00839, 0.00845, 0.01527, 0.02378, 0.00884, 0.00884, 0.02216, 0.02277
820, 0.01692, 0.01782, 0.01765, 0.01782, 0.02749, 0.06285, 0.03001, 0.03001, 0.05751, 0.01765
821, 0.00808, 0.01027, 0.01128, 0.01028, 0.01097, 0.03897, 0.01445, 0.01445, 0.01410, 0.00684
822, 0.02083, 0.01614, 0.01602, 0.01617, 0.02321, 0.10878, 0.01739, 0.01739, 0.00786, 0.01332
823, 0.01080, 0.01142, 0.01204, 0.01141, 0.02020, 0.03774, 0.01238, 0.01238, 0.01697, 0.01002
824, 0.00567, 0.00522, 0.00535, 0.00519, 0.00345, 0.01513, 0.00917, 0.00917, 0.00355, 0.01155
825, 0.00399, 0.00369, 0.00364, 0.00369, 0.00440, 0.03426, 0.00397, 0.00397, 0.00587, 0.00388
